22.05	38.9	5	569.272425779	-79.8640672307	21.1430837875	39.0366314764
21.05	37.84	5	437.006926959	-16.6261543622	20.863840322	37.8674134476
20.5	37.74	5	417.303558345	28.884607326	20.8230042263	37.6931811891
20.78	37.41	5	385.65053797	-1.99362397833	20.7578019295	37.4132516894
20.52	37.48	5	389.172463774	21.986254843	20.7650326077	37.4444002781
21.65	38.79	5	550.585888052	-48.2335588065	21.1030782592	38.8714843134
20.31	37.64	39	403.392196042	43.3632479324	20.7942877535	37.570157831
21.64	37.52	2	411.784838986	-74.2966546049	20.811600852	37.6443779314
20.81	37.35	5	379.571284297	-5.81210791603	20.7453350742	37.3594845669
20.6	38.94	5	550.145643343	44.190656018	21.1021379946	38.8675933713
20.66	38.2	5	470.139863873	24.2611368563	20.9329473016	38.1603681926
20.65	37.76	10	421.856398861	16.3090760093	20.8324231024	37.7334421386
20.82	37.12	5	354.583769216	-11.3332093406	20.6942794668	37.138472255
22.06	38.32	5	506.182334298	-93.2989359951	21.0087562939	38.4790020653
21.98	38.39	15	512.459730017	-84.9413914771	21.0220281364	38.5344924421
21.81	38.73	63	546.696376513	-63.1281381869	21.094774689	38.8371080254
20.41	38.27	5	473.892472802	47.1365699348	20.9408092576	38.1935454444
21.09	37.22	5	369.899978933	-32.8132205363	20.725538685	37.2739453468
20.86	37.56	5	403.335521484	-5.90071342616	20.7941709574	37.5696566226
20.2	38.17	3	459.710227895	63.232484639	20.9111340591	38.0681558217
20.49	39.27	5	584.551640067	60.0925983221	21.1759338559	39.1716553319
21	37.62	10	412.152525012	-16.8065002836	20.8123601385	37.6476294945
20.26	38.65	5	513.175334107	67.4582374993	21.0235423859	38.5408180817
20.53	38.12	5	459.348340244	33.8457559873	20.9103781707	38.0649561633
21.33	37.16	5	367.297599814	-54.9426664139	20.7202195056	37.2509276765
21.42	38.11	5	472.54581318	-42.897315906	20.9379870958	38.1816395305
21.21	37.93	22	449.441520689	-28.5719046771	20.8897110537	37.9773623545
21.03	37.65	30	415.917396036	-18.789535783	20.8201385772	37.680923152
21.55	38.29	3	494.347403601	-50.2706734894	20.9837900347	38.3743806117
21.39	38.07	5	467.683471443	-41.1552963961	20.9278048759	38.1386506579
21.29	38.01	5	459.48870529	-33.8031752901	20.9106713486	38.0661972126
21.37	38.12	5	472.815648857	-38.3920050401	20.93855251	38.1840251724
21.43	38.11	5	472.710565172	-43.7565777231	20.938332313	38.1830961182
21.35	38.01	5	460.472664868	-38.9669234649	20.9127268065	38.0748969529
21.33	38.05	5	464.513478639	-36.4127240771	20.9211730591	38.1106236858
20.95	37.34	10	380.736884982	-18.1831364924	20.7477240114	37.3697936631
20.45	38.29	5	476.701630343	44.0959630258	20.9466993121	38.2183811895
20.49	39.02	5	557.197050241	55.1369076557	21.1172106242	38.9299137481
21.85	38.44	28	515.722259189	-72.7532192257	21.0289339524	38.5633316715
21.28	37.57	5	411.258981463	-42.0787335553	20.8105150505	37.6397275996
20.21	38.19	5	462.053066317	62.7619680242	20.9160292347	38.0888700966
21.33	38.02	5	461.236600776	-37.0374911598	20.9143229797	38.0816513155
21.3	38.02	33	460.744824827	-34.4559432753	20.9132954256	38.077303266
21.44	38.13	5	475.059512687	-44.1966998757	20.9432557411	38.2038632728
21.39	38.11	5	472.052114343	-40.3194238779	20.9369526942	38.1772746868
21.4	38.07	5	467.848031226	-42.0150825733	20.928149284	38.1401055761
20.43	37.27	5	364.777514044	25.6480784009	20.7150716277	37.2286376525
20.5	37.27	5	365.88134867	19.5530667121	20.7173260992	37.2384010382
20.56	37.14	10	352.609667999	11.7391061186	20.6902586268	37.1210105764
20.81	37.29	5	373.010747558	-7.02496570478	20.7319012658	37.301459337
20.51	39.4	32	599.08266928	60.9781911041	21.207292577	39.3000588173
20.38	37.49	5	388.067412225	34.3397295345	20.7627632374	37.4346270372
20.53	37.55	10	396.988427028	22.5103137371	20.7811006773	37.5135245832
20.45	37.49	5	389.164705961	28.2619726081	20.765016674	37.444331667
21.07	37.55	5	405.63781441	-24.302521342	20.7989168325	37.5900171413
21.85	38.33	5	503.719631706	-75.1122112978	21.0035551606	38.4572320725
20.43	37.42	5	381.191056941	28.6142443979	20.7486550296	37.373810551
21.17	37.83	11	437.86324891	-27.1883607258	20.8656194606	37.8749853812
20.53	39.2	5	577.507520122	55.3136554465	21.1607734729	39.109406926
20.67	39.31	34	591.70398481	45.6498699545	21.1913546463	39.2348580995
20.77	37.06	37	347.217505277	-8.18380887454	20.6792853402	37.0733141483
20.84	37.8	5	429.254864024	0.692591851315	20.8477508518	37.798865459
20.97	36.82	7	324.220392072	-30.5281320645	20.6326395955	36.8698816605
21.45	38.13	5	475.224407236	-45.0556904142	20.943601468	38.2053211055
21.42	38.12	5	473.637907943	-42.6879912938	20.9402757015	38.1912948235
20.62	38.7	5	524.203462965	37.6930203804	21.0469121361	38.6382996379
20.8	37.91	5	440.64347376	6.37071630509	20.8713983214	37.899569032
20.55	37.4	16	380.894271702	17.7887271145	20.748046631	37.3711856583
21.09	37.84	5	437.655101596	-20.0783817584	20.8651869693	37.8731448637
21.92	37.53	5	417.616160755	-98.316571729	20.8236506082	37.6959455685
20.53	38.24	5	472.476879995	36.2317881097	20.937842659	38.1810300854
20.39	37.34	5	371.809020557	30.5123035767	20.7294427734	37.290830395
20.47	37.36	5	375.255068999	23.9489997267	20.7364945587	37.3213096013
21.71	37.18	5	375.850813549	-87.584170319	20.7377142342	37.3265787306
21.45	38.35	38	499.24893153	-40.4424182998	20.9941212301	38.417711037
21.32	38.7	5	535.349174569	-22.021573798	21.0705957327	38.7368158133
21.07	37.25	5	372.851698738	-30.45728521	20.7315758439	37.3000525972
20.46	37.95	5	439.654250437	36.5045445409	20.8693417203	37.8908220306
21.91	38.41	15	513.458853174	-78.5259701272	21.0241423983	38.5433242658
19.78	37.84	5	417.195700736	93.1227577285	20.8227812155	37.6922273908
21.54	38.49	5	516.018334414	-45.1981668025	21.0295609309	38.5659488177
20.48	37.33	10	372.130272587	22.4843719519	20.7300999226	37.293671785
21.13	37.16	5	363.998387781	-37.5290146319	20.7134806919	37.2217462772
20.61	37.28	5	368.718892198	10.1766748608	20.7231241786	37.2634988334
21.44	37.96	21	456.494574631	-47.7590653577	20.9044197176	38.0397241984
20.46	38.14	35	460.44395725	40.2670506111	20.9126668303	38.0746431332
20.5	38.22	34	469.820564026	38.4127447326	20.9322786783	38.1575452013
20.36	38.23	26	468.740966887	50.6451184354	20.9300183535	38.1480002477
20.29	38.21	25	465.471746524	56.2712923421	20.9231772766	38.1190960937
20.3	37.91	14	432.789263827	49.5269509659	20.8550828196	37.8301188303
21.69	39.07	5	581.808973717	-45.6825380843	21.1700278909	39.1474188106
21.75	38.34	2	503.133348655	-66.3390702714	21.002317416	38.4520493674
21.04	37.9	5	443.402655728	-14.5340218345	20.8771372614	37.9239663353
20.48	38.8	56	532.970829117	51.6277606403	21.0655364937	38.7157941831
21.98	38.34	5	507.005382498	-86.0213440255	21.0104952405	38.4862776605
21.75	39.01	16	576.253400735	-52.0466323193	21.1580771611	39.0983241531
22	38.38	21	511.707719534	-86.8674825792	21.0204371363	38.5278449642
20.61	37.27	5	367.625043549	9.97684472124	20.7208886113	37.2538238825
20.4	38.1	5	455.133835666	44.6415537498	20.9015800402	38.02769293
21.47	38.52	5	518.14155288	-38.5859145492	21.0340584661	38.5847168321
20.91	37.13	24	357.132150588	-18.975874495	20.6994727434	37.1610134598
21.86	38.35	5	506.070169748	-75.5389742923	21.0085193384	38.4780105493
21.79	38.33	5	502.711923086	-69.9765002106	21.0014278238	38.448323984
21.16	37.79	5	433.329638687	-27.1503128482	20.8562043524	37.8348971224
22.04	38.32	5	505.842100293	-91.5876395492	21.0080375457	38.4759944516
22.11	38.26	5	500.490958413	-98.8819156798	20.9967410801	38.4286906432
22.02	38.11	5	482.595453127	-94.4211902617	20.9590701669	38.2704874839
22.11	38.26	24	500.490958413	-98.8819156798	20.9967410801	38.4286906432
22.02	38.19	8	491.321903731	-92.6899325012	20.9774192121	38.3476341738
22.02	38.21	2	493.50350555	-92.2570907669	20.9820125574	38.3669203033
22.11	38.22	5	496.128539798	-99.7518993164	20.9875427923	38.3901262943
22.1	38.33	5	507.954537923	-96.5039050369	21.0125010639	38.4946679885
22.08	38.31	5	505.432281211	-95.2273207322	21.007171878	38.4723717112
22.04	38.13	5	485.117744001	-95.7042544765	20.9643697603	38.2927862354
22.09	38.2	5	493.605644734	-98.4729228416	20.9822276706	38.3678232454
22.11	38.24	5	498.309751427	-99.3169133178	20.9921407139	38.4094085791
22.11	38.3	5	504.853358535	-98.0118856896	21.0059491581	38.467254109
22.01	38.22	10	494.424300349	-91.1837698488	20.9839520183	38.3750604003
22.13	38.3	5	505.194984049	-99.7233967098	21.0066706709	38.4702740362
21.74	38.04	37	470.22408837	-71.8764373904	20.9331236788	38.1611128369
22.09	38.19	5	492.514992308	-98.6901693084	20.9799309474	38.3581815198
22.1	38.29	5	503.59206604	-97.3734957979	21.0032858324	38.4561044012
21.63	38.03	36	467.291946208	-62.6323973403	20.9269855057	38.1351890719
22.09	38.36	5	511.055928893	-94.9965912919	21.0190584054	38.522083373
21.61	38.14	44	478.967039556	-58.5855431398	20.9514522007	38.2384094444
22.09	38.3	5	504.51210617	-96.3003005284	21.0052284936	38.4642374759
19.99	37.44	5	376.560412494	67.2531575652	20.7391672285	37.3328548415
22.06	38.38	10	512.726529581	-91.9973266844	21.0225926648	38.5368508404
22.02	38.44	18	518.591622952	-87.278646184	21.0350121349	38.5886951673
20.94	38.72	10	531.428363106	10.7916896464	21.062256936	38.7021605762
20.28	38.15	9	458.75016028	55.9559977472	20.9091288745	38.059667297
20.29	38.18	5	462.188002134	55.6832780441	20.9163112569	38.0900631294
21.98	38.42	25	515.732326673	-84.2933900176	21.0289552708	38.5634206627
22.07	38.32	5	506.352591211	-94.1545564963	21.009115986	38.4805071073
21.99	38.33	5	506.083999381	-87.0929766237	21.0085485541	38.4781328009
21.9	38.81	5	556.931098839	-69.0672677938	21.1166416633	38.9275633032
21.45	38.61	5	527.641268353	-34.9896331622	21.0542101985	38.6686866716
22.11	38.35	5	510.306332928	-96.9242836387	21.01747306	38.5154571985
22.05	38.31	5	504.921446238	-92.6601039259	21.0060929544	38.4678559962
21.81	37.8	5	445.210571099	-83.0256756384	20.8808996868	37.9399521756
20.68	37.27	5	368.740459085	3.88394289274	20.723168262	37.2636895894
21.94	38.46	27	519.419870947	-80.0127393896	21.0367674139	38.5960163362
22.05	38.34	5	508.193616275	-92.0096750546	21.0130063752	38.4967813838
22.04	38.34	5	508.023588782	-91.1542545388	21.0126470054	38.4952783818
22.11	38.34	5	509.215740325	-97.1418097538	21.0151670505	38.5058166911
21.93	38.38	5	510.523352102	-80.8818260689	21.017932011	38.5173755768
22	38.41	35	514.980189917	-86.2187768168	21.0273627229	38.5567721624
22.01	38.36	21	509.695679014	-88.1551976525	21.0161817834	38.510059209
21.98	38.45	28	519.004914521	-83.6453663194	21.0358879655	38.5923483969
21.99	38.34	5	507.174850393	-86.8768751786	21.0108533379	38.4877757224
21	37.81	5	432.919758641	-12.9235854565	20.8553536446	37.8312727383
22.07	38.37	5	511.80598277	-93.0692962845	21.0206450115	38.5287135739
22.16	38.81	60	561.321658517	-91.1633975892	21.1260394001	38.9663661615
21.7	38.35	5	503.38959981	-61.8463716119	21.0028583845	38.454314613
20	37.38	35	370.142371134	65.2270976212	20.7260342924	37.276089259
20.64	37.04	5	342.94549819	2.76138362434	20.6706014156	37.0355253509
21.63	38.23	5	489.124778233	-58.3963554799	20.9727956536	38.3282106285
21.83	38.36	6	506.656939696	-72.7577560081	21.0097590033	38.4831974931
20.64	38.02	5	450.13674655	22.3777495985	20.8911597888	37.9835094988
21.46	38.59	16	525.621236202	-36.2626278782	21.0499211542	38.6508315026
20.93	38.03	5	455.841348676	-2.40034320359	20.9030564074	38.0339485681
20.18	38.05	23	446.265996646	62.617134506	20.8830968738	37.9492843404
21.5	37.26	5	381.050743083	-67.6376619723	20.7483673861	37.372569557
21.98	38.05	12	475.369664677	-92.2838006513	20.9439060341	38.2066053257
20.55	38.92	2	547.182552867	48.0470802346	21.0958121696	38.8414049823
20.55	38.89	14	543.900456759	47.4501247661	21.0888107407	38.8123967594
20.48	38.93	10	547.195299308	54.2037550648	21.0958393716	38.8415176386
20.61	38.91	5	547.019239726	42.7407266461	21.095463652	38.839961578
20.48	38.94	5	548.289493317	54.4018974545	21.098174803	38.8511883843
20.91	38.94	7	555.002728121	17.8229927568	21.1125173475	38.9105205237
20.89	38.98	10	559.059703227	20.3358450537	21.121196532	38.9463755626
20.82	38.98	10	557.95706162	26.2852740125	21.1188367558	38.9366306175
20.66	38.92	5	548.891178829	38.685353748	21.0994593021	38.8565062035
20.49	38.92	5	546.255319294	53.1543416838	21.0938335992	38.8332098356
20.18	37.5	5	386.051910081	51.9040474965	20.7586256614	37.4168015237
20.52	38.97	5	552.18903179	51.5937349785	21.1065030873	38.8856530501
19.99	37.23	33	353.561398089	63.2073970874	20.6921968745	37.1294290092
20.64	39	7	557.330312974	41.9877810418	21.1174957328	38.9310915063
20.82	37.13	5	355.67717273	-11.1309559584	20.6965073047	37.1481437679
21.1	38.3	5	488.085723471	-11.4860057959	20.9706099641	38.3190248691
21.08	38.29	5	486.67043802	-9.97611294579	20.9676337505	38.3065129786
20.7	37.75	5	421.555569051	11.7848658754	20.8318004324	37.7307819118
20.43	38.94	5	547.520050582	58.6572995851	21.0965324496	38.8443878721
20.77	37.5	10	395.331863651	0.690076213582	20.7776926281	37.4988741342
22.06	38.31	5	505.091631291	-93.515861348	21.0064523836	38.4693604111
21.13	37.85	5	439.397486865	-23.3244394918	20.8688079872	37.8885516462
